Time;Channel A;Channel B
(ms);(mV);(V)

-250,21502376;0,03051851;-0,00042726
-250,05118376;0,03051851;-0,00042726
-249,88734376;0,03051851;-0,00042726
-249,72350376;0,03051851;-0,00042726
-249,55966376;0,03051851;-0,00042726
-249,39582376;0,03051851;-0,00042726
-249,23198376;0,03051851;-0,00042726
-249,06814376;0,03051851;0,01727348
-248,90430376;0,03051851;-0,00042726
-248,74046376;0,03051851;-0,00042726
-248,57662377;0,03051851;-0,00042726
-248,41278377;0,03051851;-0,00042726
-248,24894377;0,03051851;0,01727348
-248,08510377;0,03051851;-0,00042726
-247,92126377;0,03051851;-0,00042726
-247,75742377;0,03051851;-0,00042726
-247,59358377;0,03051851;-0,00042726
-247,42974377;0,03051851;-0,00042726
-247,26590377;0,03051851;-0,00042726
-247,10206377;0,03051851;-0,00042726
-246,93822378;0,03051851;-0,00042726
-246,77438378;0,03051851;-0,00042726
-246,61054378;0,03051851;-0,00042726
-246,44670378;0,03051851;-0,00042726
-246,28286378;0,03051851;-0,00042726
-246,11902378;0,03051851;-0,00042726
-245,95518378;0,03051851;-0,00042726
-245,79134378;0,03051851;-0,00042726
-245,62750378;0,03051851;-0,00042726
-245,46366378;0,03051851;-0,00042726
-245,29982379;0,03051851;-0,00042726
-245,13598379;0,03051851;-0,00042726
-244,97214379;0,03051851;0,01727348
-244,80830379;0,03051851;-0,00042726
-244,64446379;0,03051851;-0,00042726
-244,48062379;0,03051851;-0,00042726
-244,31678379;0,03051851;-0,00042726
-244,15294379;0,03051851;-0,00042726
-243,98910379;0,03051851;-0,00042726
-243,82526379;0,03051851;-0,00042726
-243,66142380;0,03051851;0,01727348
-243,49758380;0,03051851;-0,00042726
-243,33374380;0,03051851;-0,00042726
-243,16990380;0,03051851;-0,00042726
-243,00606380;0,03051851;-0,00042726
-242,84222380;0,03051851;-0,00042726
-242,67838380;0,03051851;-0,00042726
-242,51454380;0,03051851;-0,00042726
-242,35070380;0,03051851;-0,00042726
-242,18686380;0,03051851;-0,00042726
-242,02302381;0,03051851;-0,00042726
-241,85918381;0,03051851;-0,00042726
-241,69534381;0,03051851;-0,00042726
-241,53150381;0,03051851;0,01727348
-241,36766381;0,03051851;-0,00042726
-241,20382381;0,03051851;-0,00042726
-241,03998381;0,03051851;-0,00042726
-240,87614381;0,03051851;-0,00042726
-240,71230381;0,03051851;-0,00042726
-240,54846381;0,03051851;-0,00042726
-240,38462382;0,03051851;-0,00042726
-240,22078382;0,03051851;-0,00042726
-240,05694382;0,03051851;-0,00042726
-239,89310382;0,03051851;-0,00042726
-239,72926382;0,03051851;-0,00042726
-239,56542382;0,03051851;-0,00042726
-239,40158382;0,03051851;-0,00042726
-239,23774382;0,03051851;-0,00042726
-239,07390382;0,03051851;0,01727348
-238,91006382;0,03051851;-0,00042726
-238,74622383;0,03051851;-0,00042726
-238,58238383;0,03051851;-0,00042726
-238,41854383;0,03051851;-0,00042726
-238,25470383;0,03051851;-0,00042726
-238,09086383;0,03051851;-0,00042726
-237,92702383;0,03051851;-0,00042726
-237,76318383;0,03051851;-0,00042726
-237,59934383;0,03051851;-0,00042726
-237,43550383;0,03051851;-0,00042726
-237,27166383;0,03051851;-0,00042726
-237,10782384;0,03051851;-0,00042726
-236,94398384;0,03051851;-0,00042726
-236,78014384;0,03051851;-0,00042726
-236,61630384;0,03051851;-0,00042726
-236,45246384;0,03051851;-0,00042726
-236,28862384;0,03051851;-0,00042726
-236,12478384;0,03051851;-0,00042726
-235,96094384;0,03051851;-0,00042726
-235,79710384;0,03051851;-0,00042726
-235,63326384;0,03051851;0,01727348
-235,46942385;0,03051851;-0,00042726
-235,30558385;0,03051851;-0,00042726
-235,14174385;0,03051851;-0,00042726
-234,97790385;0,03051851;-0,00042726
-234,81406385;0,03051851;-0,00042726
-234,65022385;0,03051851;-0,00042726
-234,48638385;0,03051851;-0,00042726
-234,32254385;0,03051851;-0,00042726
-234,15870385;0,03051851;-0,00042726
-233,99486385;0,03051851;0,01727348
-233,83102386;0,03051851;-0,00042726
-233,66718386;0,03051851;-0,00042726
-233,50334386;0,03051851;-0,00042726
-233,33950386;0,03051851;-0,00042726
-233,17566386;0,03051851;-0,00042726
-233,01182386;0,03051851;-0,00042726
-232,84798386;0,03051851;-0,00042726
-232,68414386;0,03051851;-0,00042726
-232,52030386;0,03051851;-0,00042726
-232,35646386;0,03051851;-0,00042726
-232,19262387;0,03051851;-0,00042726
-232,02878387;0,03051851;-0,00042726
-231,86494387;0,03051851;-0,00042726
-231,70110387;0,03051851;-0,00042726
-231,53726387;0,03051851;-0,00042726
-231,37342387;0,03051851;-0,00042726
-231,20958387;0,03051851;-0,00042726
-231,04574387;0,03051851;-0,00042726
-230,88190387;0,03051851;-0,00042726
-230,71806387;0,03051851;0,01727348
-230,55422388;0,03051851;-0,00042726
-230,39038388;0,03051851;-0,00042726
-230,22654388;0,03051851;-0,00042726
-230,06270388;0,03051851;-0,00042726
-229,89886388;0,03051851;-0,00042726
-229,73502388;0,03051851;-0,00042726
-229,57118388;0,03051851;-0,00042726
-229,40734388;0,03051851;-0,00042726
-229,24350388;0,03051851;-0,00042726
-229,07966388;0,03051851;-0,00042726
-228,91582389;0,03051851;-0,00042726
-228,75198389;0,03051851;-0,00042726
-228,58814389;0,03051851;-0,00042726
-228,42430389;0,03051851;-0,00042726
-228,26046389;0,03051851;-0,00042726
-228,09662389;0,03051851;-0,00042726
-227,93278389;0,03051851;-0,00042726
-227,76894389;0,03051851;-0,00042726
-227,60510389;0,03051851;-0,00042726
-227,44126389;0,03051851;-0,00042726
-227,27742390;0,03051851;-0,00042726
-227,11358390;0,03051851;-0,00042726
-226,94974390;0,03051851;-0,00042726
-226,78590390;0,03051851;-0,00042726
-226,62206390;0,03051851;-0,00042726
-226,45822390;0,03051851;-0,00042726
-226,29438390;0,03051851;-0,00042726
-226,13054390;0,03051851;-0,00042726
-225,96670390;0,03051851;-0,00042726
-225,80286390;0,03051851;-0,00042726
-225,63902391;0,03051851;-0,00042726
-225,47518391;0,03051851;-0,00042726
-225,31134391;0,03051851;-0,00042726
-225,14750391;0,03051851;-0,00042726
-224,98366391;0,03051851;-0,00042726
-224,81982391;0,03051851;-0,00042726
-224,65598391;0,03051851;-0,00042726
-224,49214391;0,03051851;-0,00042726
