Time;Channel A;Channel B
(ms);(mV);(V)

-250,30907989;0,03051851;0,01727348
-250,14523989;0,03051851;0,01727348
-249,98139989;0,03051851;-0,00042726
-249,81755989;0,03051851;-0,00042726
-249,65371989;0,03051851;-0,00042726
-249,48987989;0,03051851;-0,00042726
-249,32603989;0,03051851;-0,00042726
-249,16219989;0,03051851;-0,00042726
-248,99835989;0,03051851;-0,00042726
-248,83451989;0,03051851;-0,00042726
-248,67067990;0,03051851;-0,00042726
-248,50683990;0,03051851;-0,00042726
-248,34299990;0,03051851;-0,00042726
-248,17915990;0,03051851;-0,00042726
-248,01531990;0,03051851;0,01727348
-247,85147990;0,03051851;0,01727348
-247,68763990;0,03051851;-0,00042726
-247,52379990;0,03051851;-0,00042726
-247,35995990;0,03051851;-0,00042726
-247,19611990;0,03051851;-0,00042726
-247,03227991;0,03051851;-0,00042726
-246,86843991;0,03051851;-0,00042726
-246,70459991;0,03051851;-0,00042726
-246,54075991;0,03051851;-0,00042726
-246,37691991;0,03051851;-0,00042726
-246,21307991;0,03051851;-0,00042726
-246,04923991;0,03051851;-0,00042726
-245,88539991;0,03051851;-0,00042726
-245,72155991;0,03051851;-0,00042726
-245,55771991;0,03051851;-0,00042726
-245,39387992;0,03051851;-0,00042726
-245,23003992;0,03051851;-0,00042726
-245,06619992;0,03051851;-0,00042726
-244,90235992;0,03051851;-0,00042726
-244,73851992;0,03051851;-0,00042726
-244,57467992;0,03051851;-0,00042726
-244,41083992;0,03051851;-0,00042726
-244,24699992;0,03051851;-0,00042726
-244,08315992;0,03051851;-0,00042726
-243,91931992;0,03051851;-0,00042726
-243,75547993;0,03051851;-0,00042726
-243,59163993;0,03051851;-0,00042726
-243,42779993;0,03051851;-0,00042726
-243,26395993;0,03051851;-0,00042726
-243,10011993;0,03051851;-0,00042726
-242,93627993;0,03051851;-0,00042726
-242,77243993;0,03051851;-0,00042726
-242,60859993;0,03051851;-0,00042726
-242,44475993;0,03051851;-0,00042726
-242,28091993;0,03051851;-0,00042726
-242,11707994;0,03051851;-0,00042726
-241,95323994;0,03051851;-0,00042726
-241,78939994;0,03051851;-0,00042726
-241,62555994;0,03051851;-0,00042726
-241,46171994;0,03051851;-0,00042726
-241,29787994;0,03051851;0,01727348
-241,13403994;0,03051851;-0,00042726
-240,97019994;0,03051851;-0,00042726
-240,80635994;0,03051851;-0,00042726
-240,64251994;0,03051851;-0,00042726
-240,47867995;0,03051851;-0,00042726
-240,31483995;0,03051851;-0,00042726
-240,15099995;0,03051851;-0,00042726
-239,98715995;0,03051851;-0,00042726
-239,82331995;0,03051851;-0,00042726
-239,65947995;0,03051851;-0,00042726
-239,49563995;0,03051851;-0,00042726
-239,33179995;0,03051851;-0,00042726
-239,16795995;0,03051851;-0,00042726
-239,00411995;0,03051851;-0,00042726
-238,84027996;0,03051851;-0,00042726
-238,67643996;0,03051851;-0,00042726
-238,51259996;0,03051851;-0,00042726
-238,34875996;0,03051851;-0,00042726
-238,18491996;0,03051851;-0,00042726
-238,02107996;0,03051851;-0,00042726
-237,85723996;0,03051851;-0,00042726
-237,69339996;0,03051851;-0,00042726
-237,52955996;0,03051851;-0,00042726
-237,36571996;0,03051851;-0,00042726
-237,20187997;0,03051851;-0,00042726
-237,03803997;0,03051851;0,01727348
-236,87419997;0,03051851;-0,00042726
-236,71035997;0,03051851;-0,00042726
-236,54651997;0,03051851;0,01727348
-236,38267997;0,03051851;-0,00042726
-236,21883997;0,03051851;-0,00042726
-236,05499997;0,03051851;-0,00042726
-235,89115997;0,03051851;-0,00042726
-235,72731997;0,03051851;-0,00042726
-235,56347998;0,03051851;-0,00042726
-235,39963998;0,03051851;-0,00042726
-235,23579998;0,03051851;-0,00042726
-235,07195998;0,03051851;-0,00042726
-234,90811998;0,03051851;-0,00042726
-234,74427998;0,03051851;-0,00042726
-234,58043998;0,03051851;-0,00042726
-234,41659998;0,03051851;-0,00042726
-234,25275998;0,03051851;-0,00042726
-234,08891998;0,03051851;-0,00042726
-233,92507999;0,03051851;-0,00042726
-233,76123999;0,03051851;-0,00042726
-233,59739999;0,03051851;-0,00042726
-233,43355999;0,03051851;0,01727348
-233,26971999;0,03051851;-0,00042726
-233,10587999;0,03051851;-0,00042726
-232,94203999;0,03051851;-0,00042726
-232,77819999;0,03051851;-0,00042726
-232,61435999;0,03051851;-0,00042726
-232,45051999;0,03051851;0,01727348
-232,28668000;0,03051851;-0,00042726
-232,12284000;0,03051851;-0,00042726
-231,95900000;0,03051851;0,01727348
-231,79516000;0,03051851;-0,00042726
-231,63132000;0,03051851;-0,00042726
-231,46748000;0,03051851;-0,00042726
-231,30364000;0,03051851;-0,00042726
-231,13980000;0,03051851;-0,00042726
-230,97596000;0,03051851;-0,00042726
-230,81212000;0,03051851;-0,00042726
-230,64828000;0,03051851;-0,00042726
-230,48444001;0,03051851;-0,00042726
-230,32060001;0,03051851;-0,00042726
-230,15676001;0,03051851;-0,00042726
-229,99292001;0,03051851;-0,00042726
-229,82908001;0,03051851;-0,00042726
-229,66524001;0,03051851;-0,00042726
-229,50140001;0,03051851;-0,00042726
-229,33756001;0,03051851;-0,00042726
-229,17372001;0,03051851;-0,00042726
-229,00988001;0,03051851;-0,00042726
-228,84604002;0,03051851;-0,00042726
-228,68220002;0,03051851;-0,00042726
-228,51836002;0,03051851;-0,00042726
-228,35452002;0,03051851;-0,00042726
-228,19068002;0,03051851;-0,00042726
-228,02684002;0,03051851;-0,00042726
-227,86300002;0,03051851;-0,00042726
-227,69916002;0,03051851;-0,00042726
-227,53532002;0,03051851;-0,00042726
-227,37148002;0,03051851;0,01727348
-227,20764003;0,03051851;0,01727348
-227,04380003;0,03051851;-0,00042726
-226,87996003;0,03051851;-0,00042726
-226,71612003;0,03051851;-0,00042726
-226,55228003;0,03051851;-0,00042726
-226,38844003;0,03051851;0,01727348
-226,22460003;0,03051851;-0,00042726
-226,06076003;0,03051851;-0,00042726
-225,89692003;0,03051851;-0,00042726
-225,73308003;0,03051851;-0,00042726
-225,56924004;0,03051851;-0,00042726
-225,40540004;0,03051851;-0,00042726
-225,24156004;0,03051851;-0,00042726
-225,07772004;0,03051851;-0,00042726
-224,91388004;0,03051851;-0,00042726
-224,75004004;0,03051851;-0,00042726
-224,58620004;0,03051851;0,01727348
