Time;Channel A;Channel B
(ms);(V);(V)

-500,44608116;0,00878933;-0,00042726
-500,11840116;0,00003052;-0,00042726
-499,79072117;0,00003052;-0,00042726
-499,46304117;0,00003052;-0,00042726
-499,13536117;0,00878933;-0,00042726
-498,80768117;0,00003052;-0,00042726
-498,48000117;0,00003052;-0,00042726
-498,15232118;0,00003052;-0,00042726
-497,82464118;0,00003052;-0,00042726
-497,49696118;0,00878933;0,01727348
-497,16928118;0,00878933;-0,00042726
-496,84160118;0,00003052;-0,00042726
-496,51392119;0,00878933;-0,00042726
-496,18624119;0,00003052;-0,00042726
-495,85856119;0,00003052;-0,00042726
-495,53088119;0,00003052;-0,00042726
-495,20320119;0,00003052;-0,00042726
-494,87552120;0,00003052;-0,00042726
-494,54784120;0,00003052;-0,00042726
-494,22016120;0,00003052;-0,00042726
-493,89248120;0,00878933;-0,00042726
-493,56480120;0,00003052;-0,00042726
-493,23712121;0,00878933;-0,00042726
-492,90944121;0,00003052;-0,00042726
-492,58176121;0,00003052;-0,00042726
-492,25408121;0,00878933;-0,00042726
-491,92640121;0,00003052;-0,00042726
-491,59872122;0,00003052;-0,00042726
-491,27104122;0,00003052;0,01727348
-490,94336122;0,00003052;-0,00042726
-490,61568122;0,00003052;-0,00042726
-490,28800122;0,00878933;-0,00042726
-489,96032123;0,00878933;0,01727348
-489,63264123;0,00003052;-0,00042726
-489,30496123;0,00003052;-0,00042726
-488,97728123;0,00003052;-0,00042726
-488,64960123;0,00878933;-0,00042726
-488,32192124;0,00878933;-0,00042726
-487,99424124;0,00003052;-0,00042726
-487,66656124;0,00003052;-0,00042726
-487,33888124;0,00003052;-0,00042726
-487,01120124;0,00878933;-0,00042726
-486,68352125;0,00003052;-0,00042726
-486,35584125;0,00878933;0,01727348
-486,02816125;0,00878933;-0,00042726
-485,70048125;0,00003052;-0,00042726
-485,37280125;0,00003052;-0,00042726
-485,04512126;0,00003052;-0,00042726
-484,71744126;0,00003052;-0,00042726
-484,38976126;0,00003052;-0,00042726
-484,06208126;0,00003052;-0,00042726
-483,73440126;0,00878933;-0,00042726
-483,40672127;0,00003052;-0,00042726
-483,07904127;0,00003052;-0,00042726
-482,75136127;0,00878933;-0,00042726
-482,42368127;0,00003052;-0,00042726
-482,09600127;0,00003052;-0,00042726
-481,76832128;0,00878933;-0,00042726
-481,44064128;0,00003052;-0,00042726
-481,11296128;0,00003052;-0,00042726
-480,78528128;0,00003052;-0,00042726
-480,45760128;0,00003052;-0,00042726
-480,12992128;0,00003052;-0,00042726
-479,80224129;0,00878933;-0,00042726
-479,47456129;0,00878933;-0,00042726
-479,14688129;0,00003052;-0,00042726
-478,81920129;0,00003052;-0,00042726
-478,49152129;0,00878933;-0,00042726
-478,16384130;0,00878933;-0,00042726
-477,83616130;0,00003052;-0,00042726
-477,50848130;0,00003052;-0,00042726
-477,18080130;0,00003052;0,01727348
-476,85312130;0,00003052;-0,00042726
-476,52544131;0,00878933;0,01727348
-476,19776131;0,00003052;-0,00042726
-475,87008131;0,00878933;-0,00042726
-475,54240131;0,00003052;-0,00042726
-475,21472131;0,00003052;-0,00042726
-474,88704132;0,00003052;-0,00042726
-474,55936132;0,00003052;-0,00042726
-474,23168132;0,00003052;-0,00042726
-473,90400132;0,00878933;-0,00042726
-473,57632132;0,00878933;-0,00042726
-473,24864133;0,00003052;-0,00042726
-472,92096133;0,00003052;-0,00042726
-472,59328133;0,00878933;-0,00042726
-472,26560133;0,00003052;-0,00042726
-471,93792133;0,00003052;-0,00042726
-471,61024134;0,00003052;-0,00042726
-471,28256134;0,00878933;-0,00042726
-470,95488134;0,00878933;-0,00042726
-470,62720134;0,00003052;-0,00042726
-470,29952134;0,00003052;-0,00042726
-469,97184135;0,00003052;-0,00042726
-469,64416135;0,00003052;0,01727348
-469,31648135;0,00003052;-0,00042726
-468,98880135;0,00878933;-0,00042726
-468,66112135;0,00003052;-0,00042726
-468,33344136;0,00003052;-0,00042726
-468,00576136;0,00003052;-0,00042726
-467,67808136;0,00003052;-0,00042726
-467,35040136;0,00878933;-0,00042726
-467,02272136;0,00003052;-0,00042726
-466,69504137;0,00878933;-0,00042726
-466,36736137;0,00003052;-0,00042726
-466,03968137;0,00878933;-0,00042726
-465,71200137;0,00003052;-0,00042726
-465,38432137;0,00003052;-0,00042726
-465,05664138;0,00003052;-0,00042726
-464,72896138;0,00003052;-0,00042726
-464,40128138;0,00878933;-0,00042726
-464,07360138;0,00878933;-0,00042726
-463,74592138;0,00003052;-0,00042726
-463,41824139;0,00878933;-0,00042726
