Time;Channel A;Channel B
(ms);(V);(V)

-500,44810772;0,00003052;-0,00042726
-500,12042772;0,00003052;-0,00042726
-499,79274772;0,00878933;-0,00042726
-499,46506773;0,00003052;-0,00042726
-499,13738773;0,00003052;-0,00042726
-498,80970773;0,00003052;-0,00042726
-498,48202773;0,00003052;-0,00042726
-498,15434773;0,00003052;-0,00042726
-497,82666774;0,00003052;-0,00042726
-497,49898774;0,00003052;-0,00042726
-497,17130774;0,00003052;-0,00042726
-496,84362774;0,00003052;-0,00042726
-496,51594774;0,00003052;-0,00042726
-496,18826775;0,00003052;-0,00042726
-495,86058775;0,00878933;-0,00042726
-495,53290775;0,00003052;-0,00042726
-495,20522775;0,00003052;-0,00042726
-494,87754775;0,00003052;-0,00042726
-494,54986776;0,00003052;-0,00042726
-494,22218776;0,00003052;-0,00042726
-493,89450776;0,00003052;-0,00042726
-493,56682776;0,00003052;-0,00042726
-493,23914776;0,00003052;-0,00042726
-492,91146777;0,00003052;-0,00042726
-492,58378777;0,00003052;0,01727348
-492,25610777;0,00003052;-0,00042726
-491,92842777;0,00003052;-0,00042726
-491,60074777;0,00003052;-0,00042726
-491,27306778;0,00003052;-0,00042726
-490,94538778;0,00878933;-0,00042726
-490,61770778;0,00003052;-0,00042726
-490,29002778;0,00003052;-0,00042726
-489,96234778;0,00003052;-0,00042726
-489,63466779;0,00003052;-0,00042726
-489,30698779;0,00003052;-0,00042726
-488,97930779;0,00003052;-0,00042726
-488,65162779;0,00003052;-0,00042726
-488,32394779;0,00003052;-0,00042726
-487,99626780;0,00003052;-0,00042726
-487,66858780;0,00003052;-0,00042726
-487,34090780;0,00003052;-0,00042726
-487,01322780;0,00878933;-0,00042726
-486,68554780;0,00003052;-0,00042726
-486,35786781;0,00003052;-0,00042726
-486,03018781;0,00003052;-0,00042726
-485,70250781;0,00003052;-0,00042726
-485,37482781;0,00003052;-0,00042726
-485,04714781;0,00003052;-0,00042726
-484,71946782;0,00878933;-0,00042726
-484,39178782;0,00003052;-0,00042726
-484,06410782;0,00003052;-0,00042726
-483,73642782;0,00003052;-0,00042726
-483,40874782;0,00003052;-0,00042726
-483,08106782;0,00003052;-0,00042726
-482,75338783;0,00003052;0,01727348
-482,42570783;0,00003052;-0,00042726
-482,09802783;0,00003052;-0,00042726
-481,77034783;0,00003052;-0,00042726
-481,44266783;0,00003052;-0,00042726
-481,11498784;0,00003052;-0,00042726
-480,78730784;0,00003052;-0,00042726
-480,45962784;0,00003052;-0,00042726
-480,13194784;0,00003052;-0,00042726
-479,80426784;0,00003052;-0,00042726
-479,47658785;0,00878933;-0,00042726
-479,14890785;0,00003052;-0,00042726
-478,82122785;0,00003052;-0,00042726
-478,49354785;0,00003052;-0,00042726
-478,16586785;0,00003052;-0,00042726
-477,83818786;0,00003052;-0,00042726
-477,51050786;0,00003052;-0,00042726
-477,18282786;0,00003052;-0,00042726
-476,85514786;0,00003052;-0,00042726
-476,52746786;0,00003052;-0,00042726
-476,19978787;0,00003052;-0,00042726
-475,87210787;0,00003052;-0,00042726
-475,54442787;0,00878933;-0,00042726
-475,21674787;0,00003052;-0,00042726
-474,88906787;0,00003052;-0,00042726
-474,56138788;0,00003052;-0,00042726
-474,23370788;0,00003052;-0,00042726
-473,90602788;0,00003052;-0,00042726
-473,57834788;0,00003052;-0,00042726
-473,25066788;0,00003052;-0,00042726
-472,92298789;0,00003052;-0,00042726
-472,59530789;0,00003052;-0,00042726
-472,26762789;0,00003052;-0,00042726
-471,93994789;0,00003052;-0,00042726
-471,61226789;0,00003052;-0,00042726
-471,28458790;0,00003052;-0,00042726
-470,95690790;0,00003052;-0,00042726
-470,62922790;0,00003052;-0,00042726
-470,30154790;0,00003052;-0,00042726
-469,97386790;0,00003052;-0,00042726
-469,64618791;0,00003052;-0,00042726
-469,31850791;0,00003052;-0,00042726
-468,99082791;0,00003052;-0,00042726
-468,66314791;0,00003052;-0,00042726
-468,33546791;0,00003052;-0,00042726
-468,00778792;0,00003052;-0,00042726
-467,68010792;0,00878933;-0,00042726
-467,35242792;0,00878933;-0,00042726
-467,02474792;0,00003052;-0,00042726
-466,69706792;0,00003052;0,01727348
-466,36938793;0,00003052;-0,00042726
-466,04170793;0,00003052;-0,00042726
-465,71402793;0,00003052;-0,00042726
-465,38634793;0,00003052;-0,00042726
-465,05866793;0,00003052;-0,00042726
-464,73098794;0,00003052;-0,00042726
-464,40330794;0,00003052;-0,00042726
-464,07562794;0,00003052;0,01727348
-463,74794794;0,00003052;-0,00042726
-463,42026794;0,00003052;-0,00042726
