Time;Channel A
(ms);(mV)

-1,30070595;-197,80570000
-1,30006595;-197,80570000
-1,29942595;-202,20040000
-1,29878595;-197,80570000
-1,29814595;-202,20040000
-1,29750595;-197,80570000
-1,29686595;-197,80570000
-1,29622595;-197,80570000
-1,29558595;-197,80570000
-1,29494595;-197,80570000
-1,29430595;-197,80570000
-1,29366595;-197,80570000
-1,29302595;-197,80570000
-1,29238595;-197,80570000
-1,29174595;-197,80570000
-1,29110595;-197,80570000
-1,29046595;-197,80570000
-1,28982595;-197,80570000
-1,28918595;-202,20040000
-1,28854595;-197,80570000
-1,28790595;-197,80570000
-1,28726595;-197,80570000
-1,28662595;-197,80570000
-1,28598595;-197,80570000
-1,28534595;-197,80570000
-1,28470595;-197,80570000
-1,28406595;-197,80570000
-1,28342595;-197,80570000
-1,28278595;-197,80570000
-1,28214595;-197,80570000
-1,28150595;-202,20040000
-1,28086595;-202,20040000
-1,28022595;-197,80570000
-1,27958595;-197,80570000
-1,27894595;-197,80570000
-1,27830595;-197,80570000
-1,27766595;-197,80570000
-1,27702595;-197,80570000
-1,27638595;-197,80570000
-1,27574595;-197,80570000
-1,27510595;-197,80570000
-1,27446595;-197,80570000
-1,27382595;-197,80570000
-1,27318595;-197,80570000
-1,27254595;-197,80570000
-1,27190595;-197,80570000
-1,27126595;-197,80570000
-1,27062595;-197,80570000
-1,26998595;-197,80570000
-1,26934595;-197,80570000
-1,26870595;-197,80570000
-1,26806595;-197,80570000
-1,26742595;-202,20040000
-1,26678595;-202,20040000
-1,26614595;-197,80570000
-1,26550595;-197,80570000
-1,26486595;-202,20040000
-1,26422595;-197,80570000
-1,26358595;-197,80570000
-1,26294595;-197,80570000
-1,26230595;-202,20040000
-1,26166595;-197,80570000
-1,26102595;-197,80570000
-1,26038595;-197,80570000
-1,25974595;-197,80570000
-1,25910595;-197,80570000
-1,25846595;-197,80570000
-1,25782595;-197,80570000
-1,25718595;-197,80570000
-1,25654595;-197,80570000
-1,25590595;-197,80570000
-1,25526595;-197,80570000
-1,25462595;-197,80570000
-1,25398595;-197,80570000
-1,25334595;-197,80570000
-1,25270595;-197,80570000
-1,25206595;-197,80570000
-1,25142595;-202,20040000
-1,25078595;-197,80570000
-1,25014595;-197,80570000
-1,24950595;-197,80570000
-1,24886595;-197,80570000
-1,24822595;-197,80570000
-1,24758595;-197,80570000
-1,24694595;-197,80570000
-1,24630595;-197,80570000
-1,24566595;-197,80570000
-1,24502595;-197,80570000
-1,24438595;-197,80570000
-1,24374595;-197,80570000
-1,24310595;-202,20040000
-1,24246595;-197,80570000
-1,24182595;-197,80570000
-1,24118595;-197,80570000
-1,24054595;-197,80570000
-1,23990595;-197,80570000
-1,23926595;-197,80570000
-1,23862595;-197,80570000
-1,23798595;-197,80570000
-1,23734595;-197,80570000
-1,23670595;-202,20040000
-1,23606595;-197,80570000
-1,23542595;-197,80570000
-1,23478595;-197,80570000
-1,23414595;-197,80570000
-1,23350595;-197,80570000
-1,23286595;-197,80570000
-1,23222595;-197,80570000
-1,23158595;-197,80570000
-1,23094595;-197,80570000
-1,23030595;-197,80570000
-1,22966595;-197,80570000
-1,22902595;-197,80570000
-1,22838595;-197,80570000
-1,22774595;-197,80570000
-1,22710595;-202,20040000
-1,22646595;-197,80570000
-1,22582595;-197,80570000
-1,22518595;-197,80570000
-1,22454595;-197,80570000
-1,22390595;-197,80570000
-1,22326595;-197,80570000
-1,22262595;-197,80570000
-1,22198595;-197,80570000
-1,22134595;-197,80570000
-1,22070595;-197,80570000
-1,22006595;-197,80570000
-1,21942595;-197,80570000
-1,21878595;-197,80570000
-1,21814595;-197,80570000
-1,21750595;-197,80570000
-1,21686595;-197,80570000
-1,21622595;-202,20040000
-1,21558595;-202,20040000
-1,21494595;-197,80570000
-1,21430595;-197,80570000
-1,21366595;-197,80570000
-1,21302595;-197,80570000
-1,21238595;-202,20040000
-1,21174595;-197,80570000
-1,21110595;-197,80570000
-1,21046595;-197,80570000
-1,20982595;-202,20040000
-1,20918595;-202,20040000
-1,20854595;-202,20040000
-1,20790595;-202,20040000
-1,20726595;-202,20040000
-1,20662595;-202,20040000
-1,20598595;-197,80570000
-1,20534595;-197,80570000
-1,20470595;-197,80570000
-1,20406595;-197,80570000
-1,20342595;-197,80570000
-1,20278595;-197,80570000
-1,20214595;-197,80570000
-1,20150595;-197,80570000
-1,20086595;-202,20040000
-1,20022595;-197,80570000
-1,19958595;-202,20040000
-1,19894595;-202,20040000
-1,19830595;-197,80570000
-1,19766595;-197,80570000
-1,19702595;-197,80570000
-1,19638595;-202,20040000
-1,19574595;-197,80570000
-1,19510595;-197,80570000
-1,19446595;-197,80570000
-1,19382595;-197,80570000
-1,19318595;-197,80570000
-1,19254595;-197,80570000
-1,19190595;-197,80570000
-1,19126595;-202,20040000
-1,19062595;-197,80570000
-1,18998595;-202,20040000
-1,18934595;-197,80570000
-1,18870595;-197,80570000
-1,18806595;-202,20040000
-1,18742595;-197,80570000
-1,18678595;-202,20040000
-1,18614595;-197,80570000
-1,18550595;-197,80570000
-1,18486595;-197,80570000
-1,18422595;-197,80570000
-1,18358595;-197,80570000
-1,18294595;-197,80570000
-1,18230595;-197,80570000
-1,18166595;-197,80570000
-1,18102595;-202,20040000
-1,18038595;-197,80570000
-1,17974595;-197,80570000
-1,17910595;-197,80570000
-1,17846595;-197,80570000
-1,17782595;-197,80570000
-1,17718595;-197,80570000
-1,17654595;-197,80570000
-1,17590595;-197,80570000
-1,17526595;-202,20040000
-1,17462595;-197,80570000
-1,17398595;-202,20040000
-1,17334595;-197,80570000
-1,17270595;-197,80570000
-1,17206595;-197,80570000
-1,17142595;-202,20040000
-1,17078595;-197,80570000
-1,17014595;-197,80570000
-1,16950595;-202,20040000
-1,16886595;-197,80570000
-1,16822595;-202,20040000
-1,16758595;-202,20040000
-1,16694595;-202,20040000
-1,16630595;-197,80570000
-1,16566595;-197,80570000
-1,16502595;-197,80570000
-1,16438595;-197,80570000
-1,16374595;-197,80570000
-1,16310595;-197,80570000
-1,16246595;-202,20040000
-1,16182595;-197,80570000
-1,16118595;-202,20040000
-1,16054595;-202,20040000
-1,15990595;-197,80570000
-1,15926595;-197,80570000
-1,15862595;-197,80570000
-1,15798595;-202,20040000
-1,15734595;-202,20040000
-1,15670595;-197,80570000
-1,15606595;-197,80570000
-1,15542595;-197,80570000
-1,15478595;-197,80570000
-1,15414595;-202,20040000
-1,15350595;-202,20040000
-1,15286595;-197,80570000
-1,15222595;-197,80570000
-1,15158595;-197,80570000
-1,15094595;-197,80570000
-1,15030595;-197,80570000
-1,14966595;-197,80570000
-1,14902595;-197,80570000
-1,14838595;-202,20040000
-1,14774595;-197,80570000
-1,14710595;-202,20040000
-1,14646595;-197,80570000
-1,14582595;-197,80570000
-1,14518595;-197,80570000
-1,14454595;-197,80570000
-1,14390595;-197,80570000
-1,14326595;-202,20040000
-1,14262595;-202,20040000
-1,14198595;-197,80570000
-1,14134595;-197,80570000
-1,14070595;-202,20040000
-1,14006595;-197,80570000
-1,13942595;-197,80570000
-1,13878595;-197,80570000
-1,13814595;-197,80570000
-1,13750595;-202,20040000
-1,13686595;-197,80570000
-1,13622595;-202,20040000
-1,13558595;-202,20040000
-1,13494595;-197,80570000
-1,13430595;-197,80570000
-1,13366595;-197,80570000
-1,13302595;-197,80570000
-1,13238595;-197,80570000
-1,13174595;-197,80570000
-1,13110595;-197,80570000
-1,13046595;-197,80570000
-1,12982595;-197,80570000
-1,12918595;-197,80570000
-1,12854595;-197,80570000
-1,12790595;-202,20040000
-1,12726595;-202,20040000
-1,12662595;-202,20040000
-1,12598595;-197,80570000
-1,12534595;-202,20040000
-1,12470595;-197,80570000
-1,12406595;-197,80570000
-1,12342595;-197,80570000
-1,12278595;-202,20040000
-1,12214595;-197,80570000
-1,12150595;-202,20040000
-1,12086595;-197,80570000
-1,12022595;-202,20040000
-1,11958595;-197,80570000
-1,11894595;-197,80570000
-1,11830595;-197,80570000
-1,11766595;-197,80570000
-1,11702595;-197,80570000
-1,11638595;-202,20040000
-1,11574595;-197,80570000
-1,11510595;-197,80570000
-1,11446595;-197,80570000
-1,11382595;-202,20040000
-1,11318595;-197,80570000
-1,11254595;-197,80570000
-1,11190595;-197,80570000
-1,11126595;-197,80570000
-1,11062595;-197,80570000
-1,10998595;-197,80570000
-1,10934595;-197,80570000
-1,10870595;-197,80570000
-1,10806595;-197,80570000
-1,10742595;-197,80570000
-1,10678595;-202,20040000
-1,10614595;-197,80570000
-1,10550595;-202,20040000
-1,10486595;-202,20040000
-1,10422595;-197,80570000
-1,10358595;-197,80570000
-1,10294595;-197,80570000
-1,10230595;-197,80570000
-1,10166595;-197,80570000
-1,10102595;-197,80570000
-1,10038595;-197,80570000
-1,09974595;-202,20040000
-1,09910595;-197,80570000
-1,09846595;-197,80570000
-1,09782595;-202,20040000
-1,09718595;-197,80570000
-1,09654595;-197,80570000
-1,09590595;-197,80570000
-1,09526595;-197,80570000
-1,09462595;-197,80570000
-1,09398595;-197,80570000
-1,09334595;-197,80570000
-1,09270595;-197,80570000
-1,09206595;-197,80570000
-1,09142595;-197,80570000
-1,09078595;-197,80570000
-1,09014595;-197,80570000
-1,08950595;-197,80570000
-1,08886595;-197,80570000
-1,08822595;-202,20040000
-1,08758595;-197,80570000
-1,08694595;-202,20040000
-1,08630595;-197,80570000
-1,08566595;-197,80570000
-1,08502595;-197,80570000
-1,08438595;-197,80570000
-1,08374595;-197,80570000
-1,08310595;-202,20040000
-1,08246595;-202,20040000
-1,08182595;-197,80570000
-1,08118595;-202,20040000
-1,08054595;-197,80570000
-1,07990595;-197,80570000
-1,07926595;-197,80570000
-1,07862595;-197,80570000
-1,07798595;-197,80570000
-1,07734595;-197,80570000
-1,07670595;-197,80570000
-1,07606595;-197,80570000
-1,07542595;-197,80570000
-1,07478595;-197,80570000
-1,07414595;-197,80570000
-1,07350595;-197,80570000
-1,07286595;-202,20040000
-1,07222595;-197,80570000
-1,07158595;-202,20040000
-1,07094595;-197,80570000
-1,07030595;-197,80570000
-1,06966595;-197,80570000
-1,06902595;-202,20040000
-1,06838595;-202,20040000
-1,06774595;-197,80570000
-1,06710595;-202,20040000
-1,06646595;-197,80570000
-1,06582595;-197,80570000
-1,06518595;-197,80570000
-1,06454595;-197,80570000
-1,06390595;-197,80570000
-1,06326595;-197,80570000
-1,06262595;-197,80570000
-1,06198595;-197,80570000
-1,06134595;-197,80570000
-1,06070595;-197,80570000
-1,06006595;-197,80570000
-1,05942595;-202,20040000
-1,05878595;-197,80570000
-1,05814595;-202,20040000
-1,05750595;-197,80570000
-1,05686595;-197,80570000
-1,05622595;-197,80570000
-1,05558595;-197,80570000
-1,05494595;-197,80570000
-1,05430595;-197,80570000
-1,05366595;-197,80570000
-1,05302595;-197,80570000
-1,05238595;-197,80570000
-1,05174595;-197,80570000
-1,05110595;-197,80570000
-1,05046595;-202,20040000
-1,04982595;-197,80570000
-1,04918595;-197,80570000
-1,04854595;-202,20040000
-1,04790595;-197,80570000
-1,04726595;-197,80570000
-1,04662595;-197,80570000
-1,04598595;-197,80570000
-1,04534595;-197,80570000
-1,04470595;-197,80570000
-1,04406595;-197,80570000
-1,04342595;-197,80570000
-1,04278595;-197,80570000
-1,04214595;-202,20040000
-1,04150595;-202,20040000
-1,04086595;-202,20040000
-1,04022595;-202,20040000
-1,03958595;-197,80570000
-1,03894595;-197,80570000
-1,03830595;-197,80570000
-1,03766595;-202,20040000
-1,03702595;-197,80570000
-1,03638595;-197,80570000
-1,03574595;-202,20040000
-1,03510595;-202,20040000
-1,03446595;-197,80570000
-1,03382595;-197,80570000
-1,03318595;-197,80570000
-1,03254595;-197,80570000
-1,03190595;-197,80570000
-1,03126595;-202,20040000
-1,03062595;-202,20040000
-1,02998595;-197,80570000
-1,02934595;-197,80570000
-1,02870595;-197,80570000
-1,02806595;-197,80570000
-1,02742595;-197,80570000
-1,02678595;-197,80570000
-1,02614595;-202,20040000
-1,02550595;-197,80570000
-1,02486595;-197,80570000
-1,02422595;-197,80570000
-1,02358595;-197,80570000
-1,02294595;-197,80570000
-1,02230595;-197,80570000
-1,02166595;-202,20040000
-1,02102595;-197,80570000
-1,02038595;-197,80570000
-1,01974595;-197,80570000
-1,01910595;-197,80570000
-1,01846595;-197,80570000
-1,01782595;-197,80570000
-1,01718595;-197,80570000
-1,01654595;-202,20040000
-1,01590595;-197,80570000
-1,01526595;-197,80570000
-1,01462595;-202,20040000
-1,01398595;-202,20040000
-1,01334595;-197,80570000
-1,01270595;-197,80570000
-1,01206595;-202,20040000
-1,01142595;-197,80570000
-1,01078595;-197,80570000
-1,01014595;-197,80570000
-1,00950595;-202,20040000
-1,00886595;-197,80570000
-1,00822595;-202,20040000
-1,00758595;-202,20040000
-1,00694595;-197,80570000
-1,00630595;-197,80570000
-1,00566595;-197,80570000
-1,00502595;-202,20040000
-1,00438595;-197,80570000
-1,00374595;-197,80570000
-1,00310595;-197,80570000
-1,00246595;-197,80570000
-1,00182595;-202,20040000
-1,00118595;-149,43390000
-1,00054595;-30,73214000
-0,99990595;74,75508000
-0,99926595;136,31090000
-0,99862595;171,48350000
-0,99798595;184,66750000
-0,99734595;193,45680000
-0,99670595;193,45680000
-0,99606595;193,45680000
-0,99542595;193,45680000
-0,99478595;193,45680000
-0,99414595;197,85150000
-0,99350595;193,45680000
-0,99286595;193,45680000
-0,99222595;193,45680000
-0,99158595;193,45680000
-0,99094595;193,45680000
-0,99030595;193,45680000
-0,98966595;193,45680000
-0,98902595;197,85150000
-0,98838595;193,45680000
-0,98774595;193,45680000
-0,98710595;193,45680000
-0,98646595;193,45680000
-0,98582595;193,45680000
-0,98518595;197,85150000
-0,98454595;197,85150000
-0,98390595;197,85150000
-0,98326595;197,85150000
-0,98262595;193,45680000
-0,98198595;193,45680000
-0,98134595;197,85150000
-0,98070595;193,45680000
-0,98006595;193,45680000
-0,97942595;197,85150000
-0,97878595;193,45680000
-0,97814595;193,45680000
-0,97750595;193,45680000
-0,97686595;193,45680000
-0,97622595;197,85150000
-0,97558595;193,45680000
-0,97494595;193,45680000
-0,97430595;193,45680000
-0,97366595;193,45680000
-0,97302595;193,45680000
-0,97238595;193,45680000
-0,97174595;193,45680000
-0,97110595;193,45680000
-0,97046595;193,45680000
-0,96982595;197,85150000
-0,96918595;193,45680000
-0,96854595;197,85150000
-0,96790595;193,45680000
-0,96726595;197,85150000
-0,96662595;193,45680000
-0,96598595;193,45680000
-0,96534595;193,45680000
-0,96470595;193,45680000
-0,96406595;193,45680000
-0,96342595;193,45680000
-0,96278595;193,45680000
-0,96214595;193,45680000
-0,96150595;197,85150000
-0,96086595;193,45680000
-0,96022595;193,45680000
-0,95958595;193,45680000
-0,95894595;197,85150000
-0,95830595;197,85150000
-0,95766595;197,85150000
-0,95702595;197,85150000
-0,95638595;197,85150000
-0,95574595;193,45680000
-0,95510595;197,85150000
-0,95446595;193,45680000
-0,95382595;197,85150000
-0,95318595;193,45680000
-0,95254595;193,45680000
-0,95190595;193,45680000
-0,95126595;193,45680000
-0,95062595;197,85150000
-0,94998595;197,85150000
-0,94934595;193,45680000
-0,94870595;197,85150000
-0,94806595;193,45680000
-0,94742595;193,45680000
-0,94678595;193,45680000
-0,94614595;197,85150000
-0,94550595;197,85150000
-0,94486595;197,85150000
-0,94422595;193,45680000
-0,94358595;193,45680000
-0,94294595;193,45680000
-0,94230595;193,45680000
-0,94166595;193,45680000
-0,94102595;193,45680000
-0,94038595;197,85150000
-0,93974595;193,45680000
-0,93910595;193,45680000
-0,93846595;193,45680000
-0,93782595;193,45680000
-0,93718595;193,45680000
-0,93654595;193,45680000
-0,93590595;193,45680000
-0,93526595;197,85150000
-0,93462595;193,45680000
-0,93398595;193,45680000
-0,93334595;193,45680000
-0,93270595;193,45680000
-0,93206595;193,45680000
-0,93142595;193,45680000
-0,93078595;197,85150000
-0,93014595;197,85150000
-0,92950595;193,45680000
-0,92886595;193,45680000
-0,92822595;197,85150000
-0,92758595;193,45680000
-0,92694595;193,45680000
-0,92630595;193,45680000
-0,92566595;193,45680000
-0,92502595;193,45680000
-0,92438595;193,45680000
-0,92374595;197,85150000
-0,92310595;193,45680000
-0,92246595;197,85150000
-0,92182595;197,85150000
-0,92118595;197,85150000
-0,92054595;193,45680000
-0,91990595;193,45680000
-0,91926595;197,85150000
-0,91862595;193,45680000
-0,91798595;197,85150000
-0,91734595;193,45680000
-0,91670595;193,45680000
-0,91606595;193,45680000
-0,91542595;193,45680000
-0,91478595;193,45680000
-0,91414595;193,45680000
-0,91350595;193,45680000
-0,91286595;193,45680000
-0,91222595;193,45680000
-0,91158595;193,45680000
-0,91094595;193,45680000
-0,91030595;193,45680000
-0,90966595;193,45680000
-0,90902595;197,85150000
-0,90838595;193,45680000
-0,90774595;193,45680000
-0,90710595;197,85150000
-0,90646595;197,85150000
-0,90582595;197,85150000
-0,90518595;193,45680000
-0,90454595;193,45680000
-0,90390595;197,85150000
-0,90326595;197,85150000
-0,90262595;197,85150000
-0,90198595;197,85150000
-0,90134595;197,85150000
-0,90070595;197,85150000
-0,90006595;197,85150000
-0,89942595;197,85150000
-0,89878595;197,85150000
-0,89814595;197,85150000
-0,89750595;193,45680000
-0,89686595;197,85150000
-0,89622595;193,45680000
-0,89558595;197,85150000
-0,89494595;197,85150000
-0,89430595;197,85150000
-0,89366595;197,85150000
-0,89302595;193,45680000
-0,89238595;193,45680000
-0,89174595;193,45680000
-0,89110595;193,45680000
-0,89046595;197,85150000
-0,88982595;197,85150000
-0,88918595;193,45680000
-0,88854595;197,85150000
-0,88790595;197,85150000
-0,88726595;193,45680000
-0,88662595;197,85150000
-0,88598595;197,85150000
-0,88534595;197,85150000
-0,88470595;197,85150000
-0,88406595;197,85150000
-0,88342595;197,85150000
-0,88278595;193,45680000
-0,88214595;193,45680000
-0,88150595;197,85150000
-0,88086595;193,45680000
-0,88022595;197,85150000
-0,87958595;197,85150000
-0,87894595;197,85150000
-0,87830595;193,45680000
-0,87766595;197,85150000
-0,87702595;197,85150000
-0,87638595;197,85150000
-0,87574595;197,85150000
-0,87510595;193,45680000
-0,87446595;193,45680000
-0,87382595;197,85150000
-0,87318595;197,85150000
-0,87254595;193,45680000
-0,87190595;193,45680000
-0,87126595;193,45680000
-0,87062595;197,85150000
-0,86998595;193,45680000
-0,86934595;197,85150000
-0,86870595;197,85150000
-0,86806595;197,85150000
-0,86742595;197,85150000
-0,86678595;197,85150000
-0,86614595;193,45680000
-0,86550595;197,85150000
-0,86486595;197,85150000
-0,86422595;193,45680000
-0,86358595;197,85150000
-0,86294595;197,85150000
-0,86230595;193,45680000
-0,86166595;193,45680000
-0,86102595;193,45680000
-0,86038595;197,85150000
-0,85974595;197,85150000
-0,85910595;197,85150000
-0,85846595;197,85150000
-0,85782595;197,85150000
-0,85718595;197,85150000
-0,85654595;197,85150000
-0,85590595;197,85150000
-0,85526595;197,85150000
-0,85462595;197,85150000
-0,85398595;197,85150000
-0,85334595;197,85150000
-0,85270595;197,85150000
-0,85206595;193,45680000
-0,85142595;197,85150000
-0,85078595;197,85150000
-0,85014595;197,85150000
-0,84950595;193,45680000
-0,84886595;197,85150000
-0,84822595;197,85150000
-0,84758595;197,85150000
-0,84694595;193,45680000
-0,84630595;197,85150000
-0,84566595;193,45680000
-0,84502595;197,85150000
-0,84438595;193,45680000
-0,84374595;197,85150000
-0,84310595;193,45680000
-0,84246595;197,85150000
-0,84182595;197,85150000
-0,84118595;197,85150000
-0,84054595;193,45680000
-0,83990595;193,45680000
-0,83926595;193,45680000
-0,83862595;197,85150000
-0,83798595;193,45680000
-0,83734595;193,45680000
-0,83670595;197,85150000
-0,83606595;197,85150000
-0,83542595;197,85150000
-0,83478595;193,45680000
-0,83414595;193,45680000
-0,83350595;193,45680000
-0,83286595;193,45680000
-0,83222595;197,85150000
-0,83158595;197,85150000
-0,83094595;197,85150000
-0,83030595;197,85150000
-0,82966595;197,85150000
-0,82902595;197,85150000
-0,82838595;193,45680000
-0,82774595;197,85150000
-0,82710595;197,85150000
-0,82646595;197,85150000
-0,82582595;197,85150000
-0,82518595;197,85150000
-0,82454595;197,85150000
-0,82390595;197,85150000
-0,82326595;197,85150000
-0,82262595;197,85150000
-0,82198595;193,45680000
-0,82134595;197,85150000
-0,82070595;193,45680000
-0,82006595;197,85150000
-0,81942595;197,85150000
-0,81878595;197,85150000
-0,81814595;197,85150000
-0,81750595;193,45680000
-0,81686595;197,85150000
-0,81622595;197,85150000
-0,81558595;193,45680000
-0,81494595;197,85150000
-0,81430595;197,85150000
-0,81366595;197,85150000
-0,81302595;197,85150000
-0,81238595;197,85150000
-0,81174595;197,85150000
-0,81110595;197,85150000
-0,81046595;197,85150000
-0,80982595;197,85150000
-0,80918595;197,85150000
-0,80854595;197,85150000
-0,80790595;193,45680000
-0,80726595;197,85150000
-0,80662595;197,85150000
-0,80598595;197,85150000
-0,80534595;193,45680000
-0,80470595;197,85150000
-0,80406595;197,85150000
-0,80342595;197,85150000
-0,80278595;197,85150000
-0,80214595;197,85150000
-0,80150595;197,85150000
-0,80086595;197,85150000
-0,80022595;197,85150000
-0,79958595;193,45680000
-0,79894595;193,45680000
-0,79830595;197,85150000
-0,79766595;197,85150000
-0,79702595;193,45680000
-0,79638595;197,85150000
-0,79574595;197,85150000
-0,79510595;197,85150000
-0,79446595;197,85150000
-0,79382595;197,85150000
-0,79318595;193,45680000
-0,79254595;197,85150000
-0,79190595;197,85150000
-0,79126595;197,85150000
-0,79062595;197,85150000
-0,78998595;197,85150000
-0,78934595;197,85150000
-0,78870595;197,85150000
-0,78806595;197,85150000
-0,78742595;202,24610000
-0,78678595;193,45680000
-0,78614595;197,85150000
-0,78550595;197,85150000
-0,78486595;197,85150000
-0,78422595;197,85150000
-0,78358595;197,85150000
-0,78294595;197,85150000
-0,78230595;197,85150000
-0,78166595;202,24610000
-0,78102595;193,45680000
-0,78038595;197,85150000
-0,77974595;197,85150000
-0,77910595;193,45680000
-0,77846595;197,85150000
-0,77782595;197,85150000
-0,77718595;197,85150000
-0,77654595;197,85150000
-0,77590595;197,85150000
-0,77526595;197,85150000
-0,77462595;193,45680000
-0,77398595;197,85150000
-0,77334595;197,85150000
-0,77270595;197,85150000
-0,77206595;197,85150000
-0,77142595;197,85150000
-0,77078595;193,45680000
-0,77014595;197,85150000
-0,76950595;193,45680000
-0,76886595;197,85150000
-0,76822595;197,85150000
-0,76758595;197,85150000
-0,76694595;197,85150000
-0,76630595;193,45680000
-0,76566595;197,85150000
-0,76502595;197,85150000
-0,76438595;193,45680000
-0,76374595;193,45680000
-0,76310595;197,85150000
-0,76246595;197,85150000
-0,76182595;197,85150000
-0,76118595;197,85150000
-0,76054595;197,85150000
-0,75990595;197,85150000
-0,75926595;197,85150000
-0,75862595;197,85150000
-0,75798595;197,85150000
-0,75734595;197,85150000
-0,75670595;193,45680000
-0,75606595;197,85150000
-0,75542595;197,85150000
-0,75478595;197,85150000
-0,75414595;197,85150000
-0,75350595;197,85150000
-0,75286595;197,85150000
-0,75222595;197,85150000
-0,75158595;197,85150000
-0,75094595;197,85150000
-0,75030595;197,85150000
-0,74966595;197,85150000
-0,74902595;197,85150000
-0,74838595;197,85150000
-0,74774595;197,85150000
-0,74710595;197,85150000
-0,74646595;197,85150000
-0,74582595;193,45680000
-0,74518595;197,85150000
-0,74454595;197,85150000
-0,74390595;197,85150000
-0,74326595;197,85150000
-0,74262595;197,85150000
-0,74198595;197,85150000
-0,74134595;197,85150000
-0,74070595;197,85150000
-0,74006595;193,45680000
-0,73942595;197,85150000
-0,73878595;197,85150000
-0,73814595;197,85150000
-0,73750595;197,85150000
-0,73686595;197,85150000
-0,73622595;197,85150000
-0,73558595;197,85150000
-0,73494595;197,85150000
-0,73430595;197,85150000
-0,73366595;197,85150000
-0,73302595;197,85150000
-0,73238595;197,85150000
-0,73174595;197,85150000
-0,73110595;197,85150000
-0,73046595;197,85150000
-0,72982595;193,45680000
-0,72918595;197,85150000
-0,72854595;197,85150000
-0,72790595;197,85150000
-0,72726595;193,45680000
-0,72662595;193,45680000
-0,72598595;197,85150000
-0,72534595;197,85150000
-0,72470595;197,85150000
-0,72406595;197,85150000
-0,72342595;197,85150000
-0,72278595;197,85150000
-0,72214595;197,85150000
-0,72150595;197,85150000
-0,72086595;197,85150000
-0,72022595;197,85150000
-0,71958595;197,85150000
-0,71894595;197,85150000
-0,71830595;197,85150000
-0,71766595;197,85150000
-0,71702595;197,85150000
-0,71638595;197,85150000
-0,71574595;197,85150000
-0,71510595;197,85150000
-0,71446595;197,85150000
-0,71382595;193,45680000
-0,71318595;197,85150000
-0,71254595;197,85150000
-0,71190595;197,85150000
-0,71126595;197,85150000
-0,71062595;197,85150000
-0,70998595;197,85150000
-0,70934595;197,85150000
-0,70870595;197,85150000
-0,70806595;197,85150000
-0,70742595;197,85150000
-0,70678595;197,85150000
-0,70614595;193,45680000
-0,70550595;197,85150000
-0,70486595;197,85150000
-0,70422595;197,85150000
-0,70358595;197,85150000
-0,70294595;197,85150000
-0,70230595;197,85150000
-0,70166595;197,85150000
-0,70102595;197,85150000
-0,70038595;197,85150000
-0,69974595;197,85150000
-0,69910595;197,85150000
-0,69846595;193,45680000
-0,69782595;197,85150000
-0,69718595;197,85150000
-0,69654595;197,85150000
-0,69590595;193,45680000
-0,69526595;197,85150000
-0,69462595;197,85150000
-0,69398595;197,85150000
-0,69334595;197,85150000
-0,69270595;197,85150000
-0,69206595;197,85150000
-0,69142595;197,85150000
-0,69078595;197,85150000
-0,69014595;197,85150000
-0,68950595;197,85150000
-0,68886595;197,85150000
-0,68822595;197,85150000
-0,68758595;197,85150000
-0,68694595;197,85150000
-0,68630595;197,85150000
-0,68566595;197,85150000
-0,68502595;197,85150000
-0,68438595;197,85150000
-0,68374595;197,85150000
-0,68310595;197,85150000
-0,68246595;197,85150000
-0,68182595;197,85150000
-0,68118595;193,45680000
-0,68054595;197,85150000
-0,67990595;197,85150000
-0,67926595;197,85150000
-0,67862595;197,85150000
-0,67798595;197,85150000
-0,67734595;197,85150000
-0,67670595;197,85150000
-0,67606595;197,85150000
-0,67542595;197,85150000
-0,67478595;193,45680000
-0,67414595;197,85150000
-0,67350595;197,85150000
-0,67286595;197,85150000
-0,67222595;197,85150000
-0,67158595;197,85150000
-0,67094595;197,85150000
-0,67030595;193,45680000
-0,66966595;197,85150000
-0,66902595;197,85150000
-0,66838595;197,85150000
-0,66774595;197,85150000
-0,66710595;197,85150000
-0,66646595;197,85150000
-0,66582595;197,85150000
-0,66518595;197,85150000
-0,66454595;197,85150000
-0,66390595;193,45680000
-0,66326595;197,85150000
-0,66262595;197,85150000
-0,66198595;197,85150000
-0,66134595;197,85150000
-0,66070595;197,85150000
-0,66006595;197,85150000
-0,65942595;197,85150000
-0,65878595;197,85150000
-0,65814595;197,85150000
-0,65750595;197,85150000
-0,65686595;197,85150000
-0,65622595;197,85150000
-0,65558595;197,85150000
-0,65494595;197,85150000
-0,65430595;197,85150000
-0,65366595;197,85150000
-0,65302595;197,85150000
-0,65238595;197,85150000
-0,65174595;197,85150000
-0,65110595;197,85150000
-0,65046595;197,85150000
-0,64982595;197,85150000
-0,64918595;197,85150000
-0,64854595;197,85150000
-0,64790595;197,85150000
-0,64726595;197,85150000
-0,64662595;197,85150000
-0,64598595;197,85150000
-0,64534595;197,85150000
-0,64470595;197,85150000
-0,64406595;197,85150000
-0,64342595;197,85150000
-0,64278595;197,85150000
-0,64214595;197,85150000
-0,64150595;197,85150000
-0,64086595;197,85150000
-0,64022595;197,85150000
-0,63958595;197,85150000
-0,63894595;197,85150000
-0,63830595;197,85150000
-0,63766595;193,45680000
-0,63702595;197,85150000
-0,63638595;197,85150000
